Company Name,Size,Type of ownership,Industry,Headquarters
Open Systems Technologies (NYC),51 to 200 employees,Company - Private,Staffing & Outsourcing,"New York, NY"
Lowe's,10000+ employees,Company - Public,Home Centers & Hardware Stores,"Mooresville, NC"
SGA Inc.,1 to 50 employees,Company - Private,Architectural & Engineering Services,"Bethesda, MD"
American Tire Distributors,1001 to 5000 employees,Company - Private,Logistics & Supply Chain,"Huntersville, NC"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
Driven Brands,1001 to 5000 employees,Company - Private,Automotive Parts & Accessories Stores,"Charlotte, NC"
Tachyon Technologies LLC,201 to 500 employees,Company - Private,IT Services,"Irving, TX"
Lowe's,10000+ employees,Company - Public,Home Centers & Hardware Stores,"Mooresville, NC"
Canvas InfoTech Inc.,1 to 50 employees,Company - Private,Staffing & Outsourcing,"Fremont, CA"
"PruTech Solutions, Inc.",201 to 500 employees,Company - Private,IT Services,"Iselin, NJ"
DATA Inc.,501 to 1000 employees,Company - Private,IT Services,"Montvale, NJ"
Bank of America,10000+ employees,Company - Public,Banks & Credit Unions,"Charlotte, NC"
Transportation Insight,51 to 200 employees,Company - Private,Logistics & Supply Chain,"Hickory, NC"
MUFG,10000+ employees,Company - Public,Banks & Credit Unions,"Tokyo, Japan"
Midan Marketing,1 to 50 employees,Company - Private,Advertising & Marketing,"Chicago, IL"
Signature Consultants,1001 to 5000 employees,Company - Private,Staffing & Outsourcing,"Fort Lauderdale, FL"
Brighthouse Financial,1001 to 5000 employees,Company - Public,Insurance Carriers,"Charlotte, NC"
Accenture Federal Services,1001 to 5000 employees,Subsidiary or Business Segment,IT Services,"Fairfax, VA"
Lowe's,10000+ employees,Company - Public,Home Centers & Hardware Stores,"Mooresville, NC"
"PruTech Solutions, Inc.",201 to 500 employees,Company - Private,IT Services,"Iselin, NJ"
Lowe's,10000+ employees,Company - Public,Home Centers & Hardware Stores,"Mooresville, NC"
Autodesk,5001 to 10000 employees,Company - Public,Computer Hardware & Software,"San Rafael, CA"
Vionic Group,51 to 200 employees,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores","San Rafael, CA"
Life360,51 to 200 employees,Company - Public,Internet,"San Francisco, CA"
NCSOFT,1001 to 5000 employees,Company - Public,Video Games,"Seoul, South Korea"
Autodesk,5001 to 10000 employees,Company - Public,Computer Hardware & Software,"San Rafael, CA"
LaunchDarkly,51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,"Oakland, CA"
Edmodo,51 to 200 employees,Company - Private,Education Training Services,"San Mateo, CA"
Doximity,201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,"San Francisco, CA"
Freedom Financial Network,1001 to 5000 employees,Company - Private,Investment Banking & Asset Management,"San Mateo, CA"
AppleOne,1001 to 5000 employees,Company - Private,Staffing & Outsourcing,"Glendale, CA"
PubNub,51 to 200 employees,Company - Private,Internet,"San Francisco, CA"
Giving Assistant,1 to 50 employees,Company - Private,Advertising & Marketing,"San Francisco, CA"
nWay,1 to 50 employees,Company - Private,Computer Hardware & Software,"San Francisco, CA"
Perficient,1001 to 5000 employees,Company - Public,IT Services,"Saint Louis, MO"
Mindstrong,51 to 200 employees,Company - Private,IT Services,"Mountain View, CA"
LiveCareer,501 to 1000 employees,Company - Private,Internet,"Guaynabo, PR"
Mondo,51 to 200 employees,Company - Private,Staffing & Outsourcing,"New York, NY"
Spin,501 to 1000 employees,Company - Private,Computer Hardware & Software,"San Francisco, CA"
Elevate Labs,1 to 50 employees,Company - Private,Computer Hardware & Software,"San Francisco, CA"
Deliverr Inc,51 to 200 employees,Company - Private,Logistics & Supply Chain,"San Francisco, CA"
Angaza,51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,"San Francisco, CA"
Mondo,51 to 200 employees,Company - Private,Staffing & Outsourcing,"New York, NY"
Snowflake Computing,1001 to 5000 employees,Company - Private,Enterprise Software & Network Solutions,"San Mateo, CA"
CBRE,10000+ employees,Company - Public,Real Estate,"Los Angeles, CA"
Duetto,51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,"San Francisco, CA"
"Rodan and Fields, LLC",501 to 1000 employees,Company - Private,Beauty & Personal Accessories Stores,"San Francisco, CA"
SGA Inc.,1 to 50 employees,Company - Private,Architectural & Engineering Services,"Bethesda, MD"
Veem,51 to 200 employees,Company - Private,Financial Transaction Processing,"San Francisco, CA"
Coinbase,501 to 1000 employees,Company - Private,Internet,"San Francisco, CA"
Trifacta,51 to 200 employees,Company - Private,Computer Hardware & Software,"San Francisco, CA"
Wilbur Labs,1 to 50 employees,Company - Private,Internet,"San Francisco, CA"
Hinge Health,201 to 500 employees,Company - Private,Health Care Services & Hospitals,"San Francisco, CA"
User Testing,501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,"San Francisco, CA"
Shorenstein Realty Services L.P.,201 to 500 employees,Company - Private,Real Estate,"San Francisco, CA"
PlushCare,1 to 50 employees,Company - Private,Health Care Services & Hospitals,"San Francisco, CA"
UCSF Medical Center,10000+ employees,Hospital,Health Care Services & Hospitals,"San Francisco, CA"
Motiv Power Systems,51 to 200 employees,Company - Private,Electrical & Electronic Manufacturing,"Foster City, CA"
Upstart,201 to 500 employees,Company - Private,Lending,"San Mateo, CA"
Credible,51 to 200 employees,Company - Public,Lending,"San Francisco, CA"
Priceonomics,1 to 50 employees,Company - Private,Internet,"San Francisco, CA"
BOLD,201 to 500 employees,Company - Private,Internet,"Guaynabo, PR"
Flatiron Health,501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,"New York, NY"
thredUP,1001 to 5000 employees,Company - Private,"Department, Clothing, & Shoe Stores","Oakland, CA"
Artech LLC,5001 to 10000 employees,Company - Private,Staffing & Outsourcing,"Morristown, NJ"
ICONMA,1001 to 5000 employees,Company - Private,Staffing & Outsourcing,"Troy, MI"
UCSF Medical Center,10000+ employees,Hospital,Health Care Services & Hospitals,"San Francisco, CA"
The Voleon Group,51 to 200 employees,Company - Private,Investment Banking & Asset Management,"Berkeley, CA"
Redfin,1001 to 5000 employees,Company - Public,Real Estate,"Seattle, WA"
Twitter,1001 to 5000 employees,Company - Public,Internet,"San Francisco, CA"
"Impaq International, Llc",201 to 500 employees,Company - Private,Consulting,"Columbia, MD"
Turn/River Capital,1 to 50 employees,Company - Private,Venture Capital & Private Equity,"San Francisco, CA"
Diverse Lynx,501 to 1000 employees,Company - Private,IT Services,"Princeton, NJ"
EY,10000+ employees,Company - Private,Accounting,"London, United Kingdom"
RGP,1001 to 5000 employees,Company - Public,Consulting,"Irvine, CA"
"Evolver, Inc.",201 to 500 employees,Company - Private,IT Services,"Reston, VA"
Lyft,5001 to 10000 employees,Company - Public,Computer Hardware & Software,"San Francisco, CA"
First Republic Bank,1001 to 5000 employees,Company - Public,Banks & Credit Unions,"San Francisco, CA"
Acumen,201 to 500 employees,Company - Private,Federal Agencies,"Burlingame, CA"
Software Guidance & Assistance,51 to 200 employees,Company - Private,Staffing & Outsourcing,"Tarrytown, NY"
Scale AI,51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,"San Francisco, CA"
Omada Health,201 to 500 employees,Company - Private,Health Care Services & Hospitals,"San Francisco, CA"
QuinStreet,501 to 1000 employees,Company - Public,Advertising & Marketing,"Foster City, CA"
Softova Inc,1 to 50 employees,Company - Private,IT Services,"Piscataway, NJ"
LeadStack,51 to 200 employees,Company - Private,IT Services,"San Francisco, CA"
Chime,201 to 500 employees,Company - Private,Banks & Credit Unions,"San Francisco, CA"
Marin City Health and Wellness Center,1 to 50 employees,Nonprofit Organization,Health Care Services & Hospitals,"Marin City, CA"
TaskRabbit,201 to 500 employees,Company - Private,Internet,"San Francisco, CA"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
Diverse Lynx,501 to 1000 employees,Company - Private,IT Services,"Princeton, NJ"
Twitter,1001 to 5000 employees,Company - Public,Internet,"San Francisco, CA"
Ascent,1001 to 5000 employees,Company - Private,Staffing & Outsourcing,"Concord, CA"
Thermo Fisher Scientific,10000+ employees,Company - Public,Biotech & Pharmaceuticals,"Waltham, MA"
Net2Source,1001 to 5000 employees,Company - Private,Staffing & Outsourcing,"Somerset, NJ"
Vida Health,51 to 200 employees,Company - Private,Health Care Services & Hospitals,"San Francisco, CA"
SACC,Unknown,Company - Private,IT Services,"San Mateo, CA"
"Netpace, Inc",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,"San Ramon, CA"
Qualys,501 to 1000 employees,Company - Public,Computer Hardware & Software,"Foster City, CA"
Focal Systems,1 to 50 employees,Company - Private,Computer Hardware & Software,"Burlingame, CA"
United IT Solutions,1 to 50 employees,Company - Private,Consulting,"Irving, TX"
Snowflake Computing,1001 to 5000 employees,Company - Private,Enterprise Software & Network Solutions,"San Mateo, CA"
Perfect Day,51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,"Emeryville, CA"
Twitch,1001 to 5000 employees,Subsidiary or Business Segment,Internet,"San Francisco, CA"
Infotech Sourcing,51 to 200 employees,Company - Private,"Health, Beauty, & Fitness","Edison, NJ"
ApTask,201 to 500 employees,Company - Private,IT Services,"Iselin, NJ"
Square,1001 to 5000 employees,Company - Public,Computer Hardware & Software,"San Francisco, CA"
Acumen,201 to 500 employees,Company - Private,Federal Agencies,"Burlingame, CA"
Hinge Health,201 to 500 employees,Company - Private,Health Care Services & Hospitals,"San Francisco, CA"
Rose International,1001 to 5000 employees,Company - Private,Staffing & Outsourcing,"Chesterfield, MO"
Take-Two,1001 to 5000 employees,Company - Public,Video Games,"New York, NY"
"Netpace, Inc.",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,"San Ramon, CA"
Chinese Community Health Plan,51 to 200 employees,Company - Private,Insurance Carriers,"San Francisco, CA"
Arkhya Tech,1 to 50 employees,Company - Private,IT Services,"Herndon, VA"
Stem Inc,51 to 200 employees,Company - Private,Energy,"Millbrae, CA"
"Redolent, Inc",1 to 50 employees,Company - Private,"Health, Beauty, & Fitness","Newark, CA"
VLink Inc.,201 to 500 employees,Company - Private,IT Services,"South Windsor, CT"
Lorven Technologies Inc,1 to 50 employees,Company - Private,Accounting,"Plainsboro, NJ"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
Bank of the West,10000+ employees,Subsidiary or Business Segment,Banks & Credit Unions,"San Francisco, CA"
Two95 International Inc.,1 to 50 employees,Company - Private,Staffing & Outsourcing,"Cherry Hill, NJ"
Enclipse,51 to 200 employees,Company - Private,IT Services,"Minneapolis, MN"
"PRIMUS Global Services, Inc",501 to 1000 employees,Company - Private,Consulting,"Irving, TX"
Akraya Inc.,51 to 200 employees,Company - Private,Staffing & Outsourcing,"Santa Clara, CA"
Redfin,1001 to 5000 employees,Company - Public,Real Estate,"Seattle, WA"
Flexport,1001 to 5000 employees,Company - Private,Logistics & Supply Chain,"San Francisco, CA"
Square,1001 to 5000 employees,Company - Public,Computer Hardware & Software,"San Francisco, CA"
Kforce,10000+ employees,Company - Public,Staffing & Outsourcing,"Tampa, FL"
Bio-Rad,5001 to 10000 employees,Company - Public,Biotech & Pharmaceuticals,"Hercules, CA"
Saama,1 to 50 employees,Company - Private,Computer Hardware & Software,"Faridabad, India"
OKCoin,501 to 1000 employees,Company - Private,Internet,"San Francisco, CA"
Kinship,1 to 50 employees,Company - Private,Advertising & Marketing,"Chicago, IL"
Diverse Lynx,501 to 1000 employees,Company - Private,IT Services,"Princeton, NJ"
Apex Systems,1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,"Glen Allen, VA"
Hazelcast,51 to 200 employees,Company - Private,Computer Hardware & Software,"Palo Alto, CA"
"LeadStack, Inc.",51 to 200 employees,Company - Private,IT Services,"San Francisco, CA"
Parker Institute for Cancer Immunotherapy,51 to 200 employees,Nonprofit Organization,Health Fundraising Organizations,"San Francisco, CA"
University of California Berkeley,10000+ employees,College / University,Colleges & Universities,"Berkeley, CA"
addastaff,1 to 50 employees,Company - Private,Staffing & Outsourcing,"San Mateo, CA"
HireTalent,201 to 500 employees,Company - Private,Staffing & Outsourcing,"New York, NY"
Chime,201 to 500 employees,Company - Private,Banks & Credit Unions,"San Francisco, CA"
APN Software Services Inc.,51 to 200 employees,Company - Private,Computer Hardware & Software,"Newark, CA"
The Pill Club,201 to 500 employees,Company - Private,Health Care Services & Hospitals,"San Mateo, CA"
"TalentBurst, Inc.",501 to 1000 employees,Company - Private,IT Services,"Natick, MA"
Qualys,501 to 1000 employees,Company - Public,Computer Hardware & Software,"Foster City, CA"
ZS Associates,5001 to 10000 employees,Company - Private,Consulting,"Evanston, IL"
"I.T. Solutions, Inc.",201 to 500 employees,Other Organization,IT Services,"Monmouth Junction, NJ"
Diverse Lynx,501 to 1000 employees,Company - Private,IT Services,"Princeton, NJ"
Diverse Lynx,501 to 1000 employees,Company - Private,IT Services,"Princeton, NJ"
QuinStreet,501 to 1000 employees,Company - Public,Advertising & Marketing,"Foster City, CA"
Alliance IT,51 to 200 employees,Company - Private,IT Services,"Pleasanton, CA"
LiveCareer,501 to 1000 employees,Company - Private,Internet,"Guaynabo, PR"
Square Trade,201 to 500 employees,Company - Private,Insurance Carriers,"San Francisco, CA"
BOLD,201 to 500 employees,Company - Private,Internet,"Guaynabo, PR"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
"Next Level Business Services, Inc.",5001 to 10000 employees,Company - Private,IT Services,"Alpharetta, GA"
The Armada Group,51 to 200 employees,Company - Private,IT Services,"Santa Cruz, CA"
GoAhead Solutions,1 to 50 employees,Company - Private,IT Services,"South San Francisco, CA"
addastaff,1 to 50 employees,Company - Private,Staffing & Outsourcing,"San Mateo, CA"
Abacus Service Corporation,501 to 1000 employees,Company - Private,Staffing & Outsourcing,"Southfield, MI"
Franklin Templeton Investments,5001 to 10000 employees,Company - Public,Investment Banking & Asset Management,"San Mateo, CA"
Sutter Health System,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,"Sacramento, CA"
Chime,201 to 500 employees,Company - Private,Banks & Credit Unions,"San Francisco, CA"
Parker Institute for Cancer Immunotherapy,51 to 200 employees,Nonprofit Organization,Health Fundraising Organizations,"San Francisco, CA"
Incedo Inc,1001 to 5000 employees,Company - Private,IT Services,"Iselin, NJ"
"I.T. Solutions, Inc.",201 to 500 employees,Other Organization,IT Services,"Monmouth Junction, NJ"
Ascent,1001 to 5000 employees,Company - Private,Staffing & Outsourcing,"Concord, CA"
"Impaq International, Llc",201 to 500 employees,Company - Private,Consulting,"Columbia, MD"
"Central Business Solutions, Inc",51 to 200 employees,Company - Private,Consulting,"Fremont, CA"
Wells Fargo,10000+ employees,Company - Public,Banks & Credit Unions,"San Francisco, CA"
Acumen,201 to 500 employees,Company - Private,Federal Agencies,"Burlingame, CA"
Saama Technologies Inc,501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,"Campbell, CA"
Epikso,51 to 200 employees,Company - Private,Research & Development,"Pleasant Hill, CA"
The Ascent Services Group,1001 to 5000 employees,Company - Private,Staffing & Outsourcing,"Concord, CA"
The Accuro Group,201 to 500 employees,Company - Private,Staffing & Outsourcing,"Raleigh, NC"
City and County of San Francisco,5001 to 10000 employees,Government,Federal Agencies,"San Francisco, CA"
Epikso Inc,51 to 200 employees,Company - Private,Research & Development,"Pleasant Hill, CA"
Central Garden & Pet Company,1001 to 5000 employees,Company - Public,Consumer Products Manufacturing,"Walnut Creek, CA"
Ascent,1001 to 5000 employees,Company - Private,Staffing & Outsourcing,"Concord, CA"
The Ascent Services Group,1001 to 5000 employees,Company - Private,Staffing & Outsourcing,"Concord, CA"
APN Software Services Inc.,51 to 200 employees,Company - Private,Computer Hardware & Software,"Newark, CA"
Concept Software & Services Inc,1 to 50 employees,Company - Private,Consulting,"Alpharetta, GA"
Allied Solutions,1001 to 5000 employees,Subsidiary or Business Segment,Insurance Agencies & Brokerages,"Carmel, IN"
Navient,5001 to 10000 employees,Company - Public,Financial Transaction Processing,"Wilmington, DE"
Briljent,51 to 200 employees,Company - Private,Consulting,"Fort Wayne, IN"
Upper Hand,1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,"Indianapolis, IN"
Vespa Group LLC,1 to 50 employees,Company - Private,Casual Restaurants,"Santa Clara, CA"
Lilt,51 to 200 employees,Company - Private,Internet,"San Francisco, CA"
BCforward,1001 to 5000 employees,Company - Private,IT Services,"Indianapolis, IN"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
"Alpha Rae Personnel, Inc.",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,"Fort Wayne, IN"
The Fountain Group,1001 to 5000 employees,Company - Private,Staffing & Outsourcing,"Tampa, FL"
Swoon,201 to 500 employees,Company - Private,Staffing & Outsourcing,"Chicago, IL"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
Keywords Studios,5001 to 10000 employees,Company - Public,IT Services,"Dublin, Ireland"
Kuehne + Nagel,10000+ employees,Company - Private,Logistics & Supply Chain,"Feusisberg, Switzerland"
CYNET SYSTEMS,501 to 1000 employees,Company - Private,IT Services,"Ashburn, VA"
Health & Hospital Corporation,1001 to 5000 employees,Company - Private,Health Care Services & Hospitals,"Indianapolis, IN"
Heartland Payment Systems,1001 to 5000 employees,Subsidiary or Business Segment,Financial Transaction Processing,"Edmond, OK"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
Franciscan Health,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,"Mishawaka, IN"
Vespa Group LLC,1 to 50 employees,Company - Private,Casual Restaurants,"Santa Clara, CA"
Little Raymond's Print Shop,51 to 200 employees,Franchise,"Department, Clothing, & Shoe Stores","Moosic, PA"
CNO Financial Group,1001 to 5000 employees,Company - Public,Insurance Carriers,"Carmel, IN"
Lionbridge,5001 to 10000 employees,Company - Private,IT Services,"Waltham, MA"
Remitly,1001 to 5000 employees,Company - Private,Banks & Credit Unions,"Seattle, WA"
Homesite Group,1001 to 5000 employees,Company - Private,Insurance Carriers,"Boston, MA"
Microsoft Corporation,10000+ employees,Company - Public,Computer Hardware & Software,"Redmond, WA"
Akraya Inc.,51 to 200 employees,Company - Private,Staffing & Outsourcing,"Santa Clara, CA"
Washington Federal,1001 to 5000 employees,Company - Public,Banks & Credit Unions,"Seattle, WA"
SureCritic,1 to 50 employees,Company - Private,Research & Development,"Seattle, WA"
Costco Wholesale Corporation,10000+ employees,Company - Public,General Merchandise & Superstores,"Issaquah, WA"
TechDigital Corporation,51 to 200 employees,Company - Private,Computer Hardware & Software,"Burnsville, MN"
Microsoft Corporation,10000+ employees,Company - Public,Computer Hardware & Software,"Redmond, WA"
Costco Wholesale Corporation,10000+ employees,Company - Public,General Merchandise & Superstores,"Issaquah, WA"
"LendingTree, LLC.",1001 to 5000 employees,Company - Public,Lending,"Charlotte, NC"
Blue Origin,1001 to 5000 employees,Company - Private,Aerospace & Defense,"Kent, WA"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
"Resource Logistics, Inc.",51 to 200 employees,Company - Private,Logistics & Supply Chain,"Edison, NJ"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
Subex,501 to 1000 employees,Company - Public,Enterprise Software & Network Solutions,"Bengaluru, India"
Fred Hutch,1001 to 5000 employees,Nonprofit Organization,Social Assistance,"Seattle, WA"
Synaptein Solutions Inc.,1 to 50 employees,Company - Private,Accounting,"Chantilly, VA"
Wipro Ltd.,10000+ employees,Company - Public,IT Services,"Bengaluru, India"
Intelliswift Software Inc,201 to 500 employees,Company - Private,Staffing & Outsourcing,"Newark, CA"
"LendingTree, LLC.",1001 to 5000 employees,Company - Public,Lending,"Charlotte, NC"
Microsoft Corporation,10000+ employees,Company - Public,Computer Hardware & Software,"Redmond, WA"
Protingent,51 to 200 employees,Company - Private,Staffing & Outsourcing,"Bellevue, WA"
Fred Hutch,1001 to 5000 employees,Nonprofit Organization,Social Assistance,"Seattle, WA"
eTeam Inc.,51 to 200 employees,Company - Private,Staffing & Outsourcing,"South Plainfield, NJ"
Nintendo,5001 to 10000 employees,Company - Public,Video Games,"Kyoto, Japan"
eTeam Inc.,51 to 200 employees,Company - Private,Staffing & Outsourcing,"South Plainfield, NJ"
Costco Wholesale Corporation,10000+ employees,Company - Public,General Merchandise & Superstores,"Issaquah, WA"
Zen3 Infosolutions America Inc,1001 to 5000 employees,Company - Private,Computer Hardware & Software,"Hyderabad, India"
Microsoft Corporation,10000+ employees,Company - Public,Computer Hardware & Software,"Redmond, WA"
Akraya Inc.,51 to 200 employees,Company - Private,Staffing & Outsourcing,"Santa Clara, CA"
Microsoft Corporation,10000+ employees,Company - Public,Computer Hardware & Software,"Redmond, WA"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
Serverlogic,1 to 50 employees,Company - Private,IT Services,"Tigard, OR"
NuWest Group,51 to 200 employees,Company - Private,Staffing & Outsourcing,"Bellevue, WA"
Resource Informatics Group,1 to 50 employees,Nonprofit Organization,IT Services,"Irving, TX"
W3Global,201 to 500 employees,Company - Private,Staffing & Outsourcing,"Frisco, TX"
Xoriant Corporation,1001 to 5000 employees,Company - Private,IT Services,"Sunnyvale, CA"
Johns Hopkins University,10000+ employees,College / University,Colleges & Universities,"Baltimore, MD"
Protingent Staffing,51 to 200 employees,Company - Private,Staffing & Outsourcing,"Bellevue, WA"
University of Georgia,10000+ employees,College / University,Colleges & Universities,"Athens, GA"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
Focal Systems,1 to 50 employees,Company - Private,Computer Hardware & Software,"Burlingame, CA"
"Advent Global Solutions, Inc.",501 to 1000 employees,Company - Private,IT Services,"Houston, TX"
CoreSite,201 to 500 employees,Company - Public,IT Services,"Denver, CO"
Autodesk,5001 to 10000 employees,Company - Public,Computer Hardware & Software,"San Rafael, CA"
Dire Wolf Digital,51 to 200 employees,Company - Private,Computer Hardware & Software,"Denver, CO"
Twilio,1001 to 5000 employees,Company - Public,Internet,"San Francisco, CA"
BridgeView IT,1 to 50 employees,Company - Private,IT Services,"Denver, CO"
Integrated Resources,201 to 500 employees,Company - Private,Staffing & Outsourcing,"Edison, NJ"
"Paramount Software Solutions, Inc",51 to 200 employees,Company - Private,IT Services,"Alpharetta, GA"
Wipro Ltd.,10000+ employees,Company - Public,IT Services,"Bengaluru, India"
GDKN,201 to 500 employees,Company - Private,Staffing & Outsourcing,"Cooper City, FL"
Mondo,51 to 200 employees,Company - Private,Staffing & Outsourcing,"New York, NY"
Strive Health,1 to 50 employees,Company - Private,Health Care Services & Hospitals,"Denver, CO"
Collabera,10000+ employees,Company - Private,IT Services,"Basking Ridge, NJ"
Gloo,51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,"Boulder, CO"
Advent Global Solutions,501 to 1000 employees,Company - Private,IT Services,"Houston, TX"
Hotel Engine,51 to 200 employees,Company - Private,"Hotels, Motels, & Resorts","Denver, CO"
PROLIM Global Corporation,201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,"Farmington Hills, MI"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
Xcel Energy,10000+ employees,Company - Public,Utilities,"Minneapolis, MN"
Boeing,10000+ employees,Company - Public,Aerospace & Defense,"Chicago, IL"
Infotree Service Inc,51 to 200 employees,Company - Private,Advertising & Marketing,"Canton, MI"
CitiusTech,1001 to 5000 employees,Company - Private,IT Services,"Mumbai, India"
Apex Systems,1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,"Glen Allen, VA"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
MIRACORP,51 to 200 employees,Company - Private,Consulting,"Gilbert, AZ"
"Edison Software, Inc.",51 to 200 employees,Company - Private,Computer Hardware & Software,"San Jose, CA"
The Motley Fool,201 to 500 employees,Company - Private,Internet,"Alexandria, VA"
Ibotta,501 to 1000 employees,Company - Private,Internet,"Denver, CO"
TA Digital,501 to 1000 employees,Company - Private,Computer Hardware & Software,"Newark, CA"
State of Colorado,10000+ employees,Government,State & Regional Agencies,"Denver, CO"
Collabera,10000+ employees,Company - Private,IT Services,"Basking Ridge, NJ"
Charles Schwab Corporation,10000+ employees,Company - Public,Investment Banking & Asset Management,"San Francisco, CA"
"Quicksilver Scientific, Inc",51 to 200 employees,Company - Private,Health Care Products Manufacturing,"Louisville, CO"
Lockheed Martin,10000+ employees,Company - Public,Aerospace & Defense,"Bethesda, MD"
Broadridge,10000+ employees,Company - Public,Financial Transaction Processing,"Lake Success, NY"
xentity corporation,51 to 200 employees,Company - Private,IT Services,"Lakewood, CO"
Kforce,10000+ employees,Company - Public,Staffing & Outsourcing,"Tampa, FL"
Government Accountability Office,1001 to 5000 employees,Government,Federal Agencies,"Washington, DC"
Century Communities,501 to 1000 employees,Company - Public,Construction,"Greenwood Village, CO"
Weston Solutions,1001 to 5000 employees,Company - Private,Oil & Gas Services,"West Chester, PA"
Voca,201 to 500 employees,Company - Private,Staffing & Outsourcing,"Rochester, MN"
RxRevu,1 to 50 employees,Company - Private,Health Care Services & Hospitals,"Denver, CO"
Recondo Technology,51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,"Denver, CO"
Y-Axis Inc,1 to 50 employees,Company - Private,Consulting,"West Windsor, NJ"
ClientSolv Technologies,51 to 200 employees,Company - Private,IT Services,"Greenwood Village, CO"
State of Colorado,10000+ employees,Government,State & Regional Agencies,"Denver, CO"
"Avacend, Inc.",51 to 200 employees,Company - Private,Staffing & Outsourcing,"Alpharetta, GA"
Goldstone Partners,1 to 50 employees,Company - Private,Staffing & Outsourcing,"Denver, CO"
xentity corporation,51 to 200 employees,Company - Private,IT Services,"Lakewood, CO"
Infotree Service Inc,51 to 200 employees,Company - Private,Advertising & Marketing,"Canton, MI"
Legislative Branch,501 to 1000 employees,Government,State & Regional Agencies,"Atlanta, GA"
CenturyLink,10000+ employees,Company - Public,"Cable, Internet & Telephone Providers","Monroe, LA"
22nd Century Technologies,1001 to 5000 employees,Company - Private,IT Services,"Somerset, NJ"
"Avacend, Inc.",51 to 200 employees,Company - Private,Staffing & Outsourcing,"Alpharetta, GA"
WellDyneRx LLC,501 to 1000 employees,Company - Private,Health Care Services & Hospitals,"Lakeland, FL"
DW Simpson,51 to 200 employees,Company - Private,Staffing & Outsourcing,"Chicago, IL"
Source of Future Technology Inc,1 to 50 employees,Company - Private,Computer Hardware & Software,"New York, NY"
Kaiser Permanente,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,"Oakland, CA"
Black Knight Financial Services,5001 to 10000 employees,Company - Public,IT Services,"Jacksonville, FL"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
22nd Century Staffing,51 to 200 employees,Company - Private,Staffing & Outsourcing,"McLean, VA"
Signature Retail Services,501 to 1000 employees,Company - Private,Home Centers & Hardware Stores,"Aurora, IL"
"Mavensoft Technologies, LLC.",1 to 50 employees,Company - Private,IT Services,"Beaverton, OR"
Global Healthcare Exchange,501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,"Louisville, CO"
"Staffigo Technical Services, LLC",51 to 200 employees,Company - Private,IT Services,"Woodridge, IL"
V.L.S. Systems,201 to 500 employees,Company - Private,Consulting,"Chantilly, VA"
