Company Name,Job Title,Average Salary,Industry,Location,Min Salary,Max Salary
Houston-Galveston Area Council,Data Analyst,33.5,Municipal Governments,"Houston, TX",29,38
Rosen,XYZ Data Analyst,33.5,Oil & Gas Services,"Houston, TX",29,38
Randstad US,Performance Data Analyst,33.5,Staffing & Outsourcing,"Houston, TX",29,38
FIS,Data Analyst II,33.5,Financial Transaction Processing,"Houston, TX",29,38
Mondo,Business Analyst (Data Integration/Salesforce),33.5,Staffing & Outsourcing,"Houston, TX",29,38
"Avetta, LLC",Compensation & HR Data Analyst,33.5,Enterprise Software & Network Solutions,"Houston, TX",29,38
Lorven Technologies Inc,Data Quality Analyst,33.5,Accounting,"Houston, TX",29,38
InvenTech Info,Data Expert Analyst/Modeler,33.5,IT Services,"Houston, TX",29,38
Centraprise,Data Quality Analyst,61.5,IT Services,"Houston, TX",47,76
"Staffigo Technical Services, LLC",Data Analyst,61.5,IT Services,"Houston, TX",47,76
National Computing Group,Data Warehouse Analyst - PL/SQL - 10,61.5,IT Services,"Houston, TX",47,76
HealthHelp,Operations Data Analyst,61.5,Health Care Services & Hospitals,"Houston, TX",47,76
InvenTech Info,Data Quality Analyst,61.5,IT Services,"Houston, TX",47,76
GeoDigital,"Data Analyst (LiDar, Ortho/Imagery)",61.5,Computer Hardware & Software,"Houston, TX",47,76
Capgemini,Data Analyst Lead - SAP,61.5,Enterprise Software & Network Solutions,"Houston, TX",47,76
ICF,Environmental Data Analyst - Disaster Recovery,61.5,Consulting,"Houston, TX",47,76
Andiamo,Data Analyst Manager,61.5,Casual Restaurants,"Houston, TX",47,76
G.A.S. Global,Data Warehouse Analyst,61.5,Consulting,"Houston, TX",47,76
Robert Half,Data Warehouse Analyst,61.5,Staffing & Outsourcing,"Houston, TX",47,76
Arthur Lawrence,MDM Data Analyst,61.5,Consulting,"Houston, TX",47,76
EAG Services,Data Analyst - Report Writer,61.5,Consulting,"Houston, TX",47,76
Sun and Ski Sports,Omnichannel Marketing Data Analyst,61.5,Sporting Goods Stores,"Houston, TX",47,76
Harris County,Senior Data Analyst,61.5,Health Care Services & Hospitals,"Houston, TX",47,76
"Simplex info systems Inc,",Data Modeler/Data Analyst,61.5,IT Services,"Houston, TX",47,76
Army Houston Recruiting Battalion,Data Collector/Analyst (Entry Level),61.5,Federal Agencies,"Houston, TX",47,76
Wellcare,Data Analyst III (Healthcare Analytics),61.5,Insurance Carriers,"Houston, TX",47,76
Yochana,Data Warehouse Analyst,61.5,Staffing & Outsourcing,"Houston, TX",47,76
TechUSA,Data Quality Analyst,61.5,Staffing & Outsourcing,"Pasadena, TX",47,76
Centene Corporation,Data Analyst III (Healthcare Analytics),61.5,Insurance Carriers,"Houston, TX",47,76
Virtus Partners LLC,Data Analyst III,61.5,Investment Banking & Asset Management,"Houston, TX",47,76
Kelsey Seybold Clinic,CBO Data Analyst,61.5,Health Care Services & Hospitals,"Pearland, TX",47,76
Harris Health System,Lead Quality Data Analyst,98.5,Health Care Services & Hospitals,"Houston, TX",74,123
Delphi-US,Master Data Management Analyst,98.5,Staffing & Outsourcing,"Houston, TX",74,123
Sharpedge Solutions Inc,DATA WAREHOUSE ANALYST III,98.5,Publishing,"Houston, TX",74,123
Smith Hanley Associates,Senior Data Analyst,98.5,Staffing & Outsourcing,"Houston, TX",74,123
National Computing Group,Data Warehouse Analyst PL/SQL,98.5,IT Services,"Houston, TX",74,123
Crown Castle USA Inc,Sr. Data Governance Analyst,98.5,Telecommunications Services,"Houston, TX",74,123
"Infomerica, Inc",Role: Data Warehouse Analyst - Direct Client.,98.5,IT Services,"Houston, TX",74,123
Servient,eDiscovery Data Analyst,98.5,Enterprise Software & Network Solutions,"Houston, TX",74,123
Kelsey Seybold Clinic,Senior Data Operations Analyst,98.5,Health Care Services & Hospitals,"Pearland, TX",74,123
Icon Consultants,Data Governance Business Analyst,98.5,Staffing & Outsourcing,"Houston, TX",74,123
UTHealth Houston,"Data Management Analyst - Internal Medicine, Infectious",98.5,Colleges & Universities,"Houston, TX",74,123
The Bank of New York Mellon,"Lead Analyst, Data Mgmt / Quant Analysis",98.5,Investment Banking & Asset Management,"Houston, TX",74,123
Kelsey Seybold Clinic,HCC Data Analyst,98.5,Health Care Services & Hospitals,"Pearland, TX",74,123
Radiology Partners,Business Analyst - IT Data Warehouse,98.5,Health Care Services & Hospitals,"Houston, TX",74,123
The Jupiter Group,VBA Software developer / IT Data Analyst SQL,98.5,Staffing & Outsourcing,"Spring, TX",74,123
Kelsey-Seybold Medical Group,Healthcare Information and Data Analyst II,98.5,Health Care Services & Hospitals,"Pearland, TX",74,123
Crawford Thomas Recruiting,Software Engineer/Data Analyst,98.5,Staffing & Outsourcing,"Houston, TX",74,123
Jobot,"Financial Data Analyst - Data Mining, Analytics, Reporting",98.5,Staffing & Outsourcing,"Sugar Land, TX",74,123
Talbridge Corporation,Splunk SME / Data Analyst _ TXho_,98.5,Staffing & Outsourcing,"Houston, TX",74,123
eTeam Inc.,Data Warehouse Analyst III,98.5,Staffing & Outsourcing,"Houston, TX",74,123
LanceSoft Inc,Contract data validation analyst,98.5,Staffing & Outsourcing,"Houston, TX",74,123
"Central Business Solutions, Inc",Data Warehouse Analyst III,98.5,Consulting,"Houston, TX",74,123
Texas Dow Employees Credit Union,Sr. Data Analyst,98.5,Banks & Credit Unions,"Sugar Land, TX",74,123
InvenTech Info,Data Expert (Analyst/Modeler),98.5,IT Services,"Houston, TX",74,123
Harris County Appraisal District,.Net Developer - Program Data Design Analyst,98.5,Municipal Governments,"Houston, TX",74,123
MUFG,Data Analyst,73.5,Banks & Credit Unions,"Tempe, AZ",53,94
Integrate,Senior Data Analyst,73.5,Enterprise Software & Network Solutions,"Phoenix, AZ",53,94
Desert Financial Credit Union,Data Warehouse Analyst II-ST,73.5,Banks & Credit Unions,"Phoenix, AZ",53,94
Corbins Electric,SQL Developer/Data Analyst,73.5,Construction,"Phoenix, AZ",53,94
"The Judge Group, Inc.",Jr. Analyst Data/Reporting,73.5,Staffing & Outsourcing,"Phoenix, AZ",53,94
Discount Tire,Senior Data Analyst,73.5,Automotive Parts & Accessories Stores,"Scottsdale, AZ",53,94
Desert Financial Credit Union,Data Warehouse Analyst III,73.5,Banks & Credit Unions,"Phoenix, AZ",53,94
Robert Half,Data Analyst,73.5,Staffing & Outsourcing,"Phoenix, AZ",53,94
"TekCom Resources, Inc.",Data Analyst,73.5,Staffing & Outsourcing,"Phoenix, AZ",53,94
Viasat,Data Analyst,73.5,Telecommunications Services,"Phoenix, AZ",53,94
National Education Partners,Business Data Analyst,73.5,Colleges & Universities,"Scottsdale, AZ",53,94
Parker & Lynch,Data Analyst,73.5,Staffing & Outsourcing,"Phoenix, AZ",53,94
The Accuro Group,Data Analyst,73.5,Staffing & Outsourcing,"Tempe, AZ",53,94
Modis,Data Analyst,73.5,Staffing & Outsourcing,"Phoenix, AZ",53,94
Gatestone & Co. Inc,Data Analyst,73.5,Staffing & Outsourcing,"Phoenix, AZ",53,94
Diverse Lynx,Data Analyst,73.5,IT Services,"Tempe, AZ",53,94
FAMILY INVOLVEMENT CENTER,Data Analyst,73.5,Social Assistance,"Phoenix, AZ",53,94
ON Semiconductor,Fall 2020 Supply Chain Data Analyst Intern,73.5,Electrical & Electronic Manufacturing,"Phoenix, AZ",53,94
Charles Schwab,Data Experience Analyst,73.5,Investment Banking & Asset Management,"Phoenix, AZ",53,94
Softcom Systems,Data Analyst,73.5,IT Services,"Tempe, AZ",53,94
National Education Partners,"Data Analyst, Marketing",73.5,Colleges & Universities,"Scottsdale, AZ",53,94
MUFG,Data Control Business Analyst,73.5,Banks & Credit Unions,"Tempe, AZ",53,94
MUFG,Network Security System/Data Analyst,73.5,Banks & Credit Unions,"Tempe, AZ",53,94
Alaska USA,"Data Center Services Analyst I, II, III, or Senior",73.5,Banks & Credit Unions,"Glendale, AZ",53,94
The Paragon Group,Data Analyst,73.5,Banks & Credit Unions,"Scottsdale, AZ",53,94
Amazon,Central Flow Data Analyst,73.5,Internet,"Tempe, AZ",53,94
Arizona State University,Data Programmer/Analyst,74.0,Colleges & Universities,"Tempe, AZ",46,102
PK,Master Data Operation Analyst,74.0,IT Services,"Phoenix, AZ",46,102
Mondo,Data Reporting Analyst,74.0,Staffing & Outsourcing,"Phoenix, AZ",46,102
IntraEdge,Data Quality Analyst,74.0,IT Services,"Tempe, AZ",46,102
"Circle K Stores, Inc.",Analyst (Global Data and Analytics),74.0,Gas Stations,"Tempe, AZ",46,102
Shamrock Foods,Senior Business Intelligence Data Analyst,74.0,Food & Beverage Manufacturing,"Phoenix, AZ",46,102
Tech Finders,Senior Data Analyst,74.0,Staffing & Outsourcing,"Phoenix, AZ",46,102
Infotree Service Inc,System Analyst/Data Analyst/ Data Governance Analyst/ Collibra,74.0,Advertising & Marketing,"Chandler, AZ",46,102
O'Reilly Automotive,Automotive Data Analyst,74.0,Automotive Parts & Accessories Stores,"Phoenix, AZ",46,102
Uhaul,Data/Business Analyst,74.0,Truck Rental & Leasing,"Phoenix, AZ",46,102
MUFG,Data Quality (DQ) Problem Management Analyst,74.0,Banks & Credit Unions,"Tempe, AZ",46,102
Matrix Medical Network,Statistician/Data Analyst/SQL Coder,74.0,Health Care Services & Hospitals,"Scottsdale, AZ",46,102
"Avacend, Inc.",Business Data Analyst - I,74.0,Staffing & Outsourcing,"Tempe, AZ",46,102
Kaygen Inc.,Technology Analyst | Data Management - Data Integration | Informatica,74.0,Consulting,"Phoenix, AZ",46,102
Nucleusteq,Senior Data Analyst w/ Collibra,74.0,IT Services,"Phoenix, AZ",46,102
Strategic Systems,Data Modeler / Analyst with Data Steward,74.0,IT Services,"Tempe, AZ",46,102
Edupoint,SQL Data Analyst,74.0,Enterprise Software & Network Solutions,"Mesa, AZ",46,102
Vanguard,Data Analyst - Financial Advisor Services,74.0,Investment Banking & Asset Management,"Scottsdale, AZ",46,102
Efinancial,Marketing Data Analyst,74.0,Insurance Agencies & Brokerages,"Tempe, AZ",46,102
Envision Healthcare,CLINICAL DATA ANALYST,74.0,Health Care Services & Hospitals,"Phoenix, AZ",46,102
Bartech Group,Senior Data Analyst,74.0,Construction,"Chandler, AZ",46,102
Saviance Technologies,Senior Data and Reporting Analyst,74.0,IT Services,"Phoenix, AZ",46,102
Atos Syntel Inc.,Data analyst,74.0,IT Services,"Phoenix, AZ",46,102
The Accuro Group,Data Analyst/Engineer,68.5,Staffing & Outsourcing,"Tempe, AZ",43,94
"TekCom Resources, Inc.",Finance Data Analyst,68.5,Staffing & Outsourcing,"Phoenix, AZ",43,94
Diverse Lynx,Data Analyst/Business Analyst with SQL,68.5,IT Services,"Phoenix, AZ",43,94
Na Ali'i,Financial Data Analyst,68.5,Consulting,"DC Ranch, AZ",43,94
Mastech Digital,Accounting Data Analyst,68.5,Staffing & Outsourcing,"Phoenix, AZ",43,94
Minit Charger,Data Analyst/Scientist Intern,68.5,Enterprise Software & Network Solutions,"Tempe, AZ",43,94
Infotree Service Inc,Data Engineer/Database Analyst/Data Analyst,68.5,Advertising & Marketing,"Chandler, AZ",43,94
Pegasus Knowledge Solutions,ETL QA / Data Analyst,68.5,Accounting,"Scottsdale, AZ",43,94
AllianceRx Walgreens Prime,Analyst Pharmacy Quality Data,68.5,Biotech & Pharmaceuticals,"Tempe, AZ",43,94
"Circle K Stores, Inc.","Analyst, Global Data Governance & Strategy",68.5,Gas Stations,"Tempe, AZ",43,94
Signature Consultants,SQL/SAS Data Analyst,68.5,Staffing & Outsourcing,"Chandler, AZ",43,94
MUFG,Risk/Regulatory Reporting Project Data Analyst,68.5,Banks & Credit Unions,"Tempe, AZ",43,94
Softcom Systems,Data Architect /Data Modeler/Data Analyst,68.5,IT Services,"Phoenix, AZ",43,94
"The Judge Group, Inc.",Data Analyst - Mid-Level,68.5,Staffing & Outsourcing,"Tempe, AZ",43,94
First American Financial Corporation,Sr. Data Business Analyst-Docutech,68.5,Insurance Carriers,"Scottsdale, AZ",43,94
"ICST, LLC",Information Security Data Analyst,68.5,Staffing & Outsourcing,"Glendale, AZ",43,94
Equity Methods,Financial and Data Analyst,68.5,Consulting,"Scottsdale, AZ",43,94
Stantec,Civil Engineer/GIS Data Analyst,68.5,Architectural & Engineering Services,"Chandler, AZ",43,94
CSAA Insurance Group,IT Data Protection Analyst,68.5,Insurance Carriers,"Glendale, AZ",43,94
Crisis Response Network,Business Intelligence - Data Analyst,68.5,Health Care Services & Hospitals,"Tempe, AZ",43,94
Kforce,"Data Analyst- San Antonio, Des Moines",68.5,Staffing & Outsourcing,"Chandler, AZ",43,94
Kineticom,Data Analyst Senior,68.5,Staffing & Outsourcing,"Chandler, AZ",43,94
InterSources Inc.,(Data Analyst) BA/BSA,61.5,Staffing & Outsourcing,"Mesa, AZ",45,78
GTN Technical Staffing,Card Data Analyst,61.5,Staffing & Outsourcing,"Tempe, AZ",45,78
"AOC Solutions, Inc.","IT Data Analyst, TS/SCI with Poly",61.5,Computer Hardware & Software,"DC Ranch, AZ",45,78
"Circle K Stores, Inc.","Senior Analyst, Global Data Governance & Strategy",61.5,Gas Stations,"Tempe, AZ",45,78
Blue Cross Blue Shield of Arizona,"Underwriting Analyst (strong data analytics in actuarial, statistics etc)",61.5,Insurance Carriers,"Phoenix, AZ",45,78
Avani Technology Solutions,JPSC-6986 - Data Governance Analyst,61.5,IT Services,"Scottsdale, AZ",45,78
MUFG,Project Regulatory/Risk Data Analyst,61.5,Banks & Credit Unions,"Tempe, AZ",45,78
TransPerfect,Language Data Analyst,61.5,Consulting,"Tempe, AZ",45,78
CVS Health,Senior Analyst - Client Data,61.5,Health Care Services & Hospitals,"Scottsdale, AZ",45,78
Greenphire,Data Analyst II,59.5,Computer Hardware & Software,"King of Prussia, PA",41,78
ECRI,Data Analyst - Priceguide,59.5,Health Care Services & Hospitals,"Plymouth Meeting, PA",41,78
United BioSource,Sr Data Analyst,59.5,Biotech & Pharmaceuticals,"Blue Bell, PA",41,78
Revantage Corporate Services,Junior Data Analyst,59.5,Real Estate,"Fort Washington, PA",41,78
Community Behavioral Health,Sr. Data Analyst,59.5,Health Care Services & Hospitals,"Philadelphia, PA",41,78
STRATIS IoT Inc,Data Analyst,59.5,Enterprise Software & Network Solutions,"Philadelphia, PA",41,78
Ampcus Incorporated,Data Analyst,59.5,Consulting,"Philadelphia, PA",41,78
Mondo,Data Analyst,59.5,Staffing & Outsourcing,"Wilmington, DE",41,78
Mondo,SQL Data Analyst,59.5,Staffing & Outsourcing,"Malvern, PA",41,78
Seer Interactive,Data Analyst,59.5,Internet,"Philadelphia, PA",41,78
"Staffigo Technical Services, LLC",Junior Data Analyst,59.5,IT Services,"Philadelphia, PA",41,78
"Tetra Tech, Inc.",Data Analyst,59.5,Architectural & Engineering Services,"Philadelphia, PA",41,78
"The Judge Group, Inc.",Data Analyst,59.5,Staffing & Outsourcing,"Camden, NJ",41,78
Apex Systems,Data Analyst,59.5,Staffing & Outsourcing,"Philadelphia, PA",41,78
"Micro-Data Systems, Inc.",Data Analyst,59.5,IT Services,"Philadelphia, PA",41,78
Techligent,Data Analyst,59.5,IT Services,"Philadelphia, PA",41,78
Gopuff,Data Analyst - Data Science,59.5,Express Delivery Services,"Philadelphia, PA",41,78
Collabera,Data Analyst,59.5,IT Services,"Philadelphia, PA",41,78
Mondo,Data Reporting Analyst,59.5,Staffing & Outsourcing,"Feasterville Trevose, PA",41,78
University of Pennsylvania,Data Analyst,59.5,Colleges & Universities,"Philadelphia, PA",41,78
"VSE, Inc.",Data Analyst,59.5,"Cable, Internet & Telephone Providers","Feasterville Trevose, PA",41,78
Eastern Metal Recycling,Data Analyst,59.5,Metals Brokers,"Camden, NJ",41,78
EY,"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",59.5,Accounting,"Philadelphia, PA",41,78
Red Tettemer,Data Analyst,59.5,Advertising & Marketing,"Philadelphia, PA",41,78
Robert Half,Data Reporting Analyst,59.5,Staffing & Outsourcing,"Philadelphia, PA",41,78
IntegriChain,"Jr. Data Analyst, Master Data",53.0,IT Services,"Philadelphia, PA",38,68
PMHCC Inc.,Data Analyst,53.0,Health Care Services & Hospitals,"Philadelphia, PA",38,68
University of Pennsylvania,Neuroimaging Data Analyst Junior,53.0,Colleges & Universities,"Philadelphia, PA",38,68
AmeriHealth Caritas,Healthcare Data Analytics Analyst,53.0,Insurance Carriers,"Philadelphia, PA",38,68
Temple University Health System,Certified Tumor Registrar/Data Analyst [CTR and experience required],53.0,Health Care Services & Hospitals,"Philadelphia, PA",38,68
JPMorgan Chase & Co.,CCB Risk - Fraud Risk Data Analyst - Associate,53.0,Investment Banking & Asset Management,"Wilmington, DE",38,68
"Staffigo Technical Services, LLC",Data Analyst,53.0,IT Services,"Philadelphia, PA",38,68
Avantor,Analyst Data Intelligence (US),53.0,Biotech & Pharmaceuticals,"Radnor, PA",38,68
Tandigm Health LLC,Data Analyst,53.0,Health Care Services & Hospitals,"West Conshohocken, PA",38,68
University of Pennsylvania,Clinical Data Analyst,53.0,Colleges & Universities,"Philadelphia, PA",38,68
Amplify Systems,Data Analyst - Contract - W2,53.0,IT Services,"Malvern, PA",38,68
Change Healthcare,"Data Analyst, Value Based Payment (VBP)",53.0,IT Services,"King of Prussia, PA",38,68
Bryn Mawr Communications LLC,Data Analyst - Digital Media,53.0,Publishing,"Wayne, PA",38,68
Mondo,Data Strategy Analyst,53.0,Staffing & Outsourcing,"Wilmington, DE",38,68
Dextro Software Systems,Business Data Analyst,53.0,IT Services,"Bensalem, PA",38,68
Vanguard,"Senior Data Analyst, Specialist",53.0,Investment Banking & Asset Management,"Malvern, PA",38,68
TechUSA,Data Analyst/Architect,53.0,Staffing & Outsourcing,"Philadelphia, PA",38,68
Mondo,Sr Data Analyst,53.0,Staffing & Outsourcing,"Philadelphia, PA",38,68
ConnectiveRx,Data Analyst - Contractor,53.0,Biotech & Pharmaceuticals,"King of Prussia, PA",38,68
Piper Companies,SQL Data Analyst,53.0,Staffing & Outsourcing,"Horsham, PA",38,68
"Innovative Development, LLC",Data Analyst/Records Management,53.0,Consulting,"Exton, PA",38,68
Philabundance,Senior Data Analyst,53.0,Social Assistance,"Philadelphia, PA",38,68
Collabera,Senior Data Analyst,53.0,IT Services,"Philadelphia, PA",38,68
"Genuent Global, LLC",Data Governance Analyst,53.0,Staffing & Outsourcing,"Wayne, PA",38,68
University of Pennsylvania,Senior Data Analyst,40.5,Colleges & Universities,"Philadelphia, PA",37,44
CHOP,Senior Healthcare Data Analyst - Multiple Positions,40.5,Health Care Services & Hospitals,"Philadelphia, PA",37,44
University of Pennsylvania,Data Analyst D,40.5,Colleges & Universities,"Philadelphia, PA",37,44
"Login Consulting Services, Inc",Data Analyst,40.5,Consulting,"Allegheny West, PA",37,44
ORS Partners,Data Analyst,40.5,Staffing & Outsourcing,"Paoli, PA",37,44
Fred Beans,Data Analyst- Remote,40.5,Vehicle Dealers,"Doylestown, PA",37,44
"Zachary Piper Solutions, LLC",SQL Data Analyst,40.5,Enterprise Software & Network Solutions,"Horsham, PA",37,44
Infinity Consulting Solutions,Business/Data Analyst,40.5,Staffing & Outsourcing,"Wilmington, DE",37,44
"PMHCC, Inc.",Data and Information Analyst,40.5,Health Care Services & Hospitals,"Philadelphia, PA",37,44
Angeion Group,Data Analyst,40.5,Consulting,"Chester Township, PA",37,44
"iTech Solutions, Inc",Data Analyst,40.5,Staffing & Outsourcing,"Conshohocken, PA",37,44
AccessLex Institute,Data Analyst,40.5,Colleges & Universities,"West Chester, PA",37,44
