,Job Title,Salary Estimate,Company Name,Location,Size,Type of ownership,Industry,Sector
1363,Data System Analyst,$30K-$53K (Glassdoor est.),"Citi
3.7","Irving, TX",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance
1364,Data Analyst,$30K-$53K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","Dallas, TX",51 to 200 employees,Company - Private,IT Services,Information Technology
1365,Research Data Analyst,$30K-$53K (Glassdoor est.),"North Central Texas Council of Governments
2.6","Arlington, TX",201 to 500 employees,Nonprofit Organization,Membership Organizations,Business Services
1366,Data Analyst,$30K-$53K (Glassdoor est.),Corporate G. LLC,"Dallas, TX",201 to 500 employees,Company - Private,-1,-1
1367,RAPD Risk Platforms & Data - Analyst,$30K-$53K (Glassdoor est.),"Goldman Sachs
4.0","Dallas, TX",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance
1368,Business Data Analyst,$30K-$53K (Glassdoor est.),"McAfee
3.5","Plano, TX",5001 to 10000 employees,Company - Private,Computer Hardware & Software,Information Technology
1369,Data Analyst,$30K-$53K (Glassdoor est.),"Conch Technologies, Inc
4.6","Plano, TX",51 to 200 employees,Company - Private,Consulting,Business Services
1370,Business Analyst/Data Consultant,$30K-$53K (Glassdoor est.),"Apex Systems
3.8","Irving, TX",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
1371,Data Analyst - Contract Renewals,$30K-$53K (Glassdoor est.),"RealPage
2.8","Richardson, TX",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology
1372,Analyst Supply Chain I Data Management,$41K-$86K (Glassdoor est.),"Mary Kay
3.9","Lewisville, TX",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing
1373,Senior Data Analyst,$41K-$86K (Glassdoor est.),"Mobilityware
4.5","Dallas, TX",51 to 200 employees,Company - Private,Video Games,Media
1374,Data Analyst,$41K-$86K (Glassdoor est.),"AustinCSI
3.0","Grapevine, TX",51 to 200 employees,Company - Private,Consulting,Business Services
1375,Data Integration Analyst,$41K-$86K (Glassdoor est.),"Apptricity Corporation
4.4","Irving, TX",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology
1376,Data Analyst,$41K-$86K (Glassdoor est.),"Mitchell Martin
4.1","Plano, TX",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services
1377,Data Analyst,$41K-$86K (Glassdoor est.),"National NeuroMonitoring
4.3","Addison, TX",51 to 200 employees,Company - Private,Health Care Services & Hospitals,Health Care
1378,Healthcare Analyst / Healthcare Data Analyst,$41K-$86K (Glassdoor est.),"PriceSenz
5.0","Irving, TX",Unknown,Company - Public,-1,-1
1379,Human Resources data Analyst,$41K-$86K (Glassdoor est.),"MOA
1.9","Plano, TX",51 to 200 employees,Unknown,-1,-1
1380,Business Analyst - Data Protection,$41K-$86K (Glassdoor est.),"NTT DATA
3.4","Irving, TX",10000+ employees,Company - Public,IT Services,Information Technology
1381,Data Analyst,$41K-$86K (Glassdoor est.),"Ho Chunk
2.8","Arlington, TX",201 to 500 employees,Company - Private,Convenience Stores & Truck Stops,"Restaurants, Bars & Food Services"
1382,Data Analyst,$41K-$86K (Glassdoor est.),"Precision technologies corp
4.2","Plano, TX",201 to 500 employees,Company - Private,IT Services,Information Technology
1383,Data Analytics Senior Analyst,$41K-$86K (Glassdoor est.),"Citi
3.7","Irving, TX",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance
1384,Business Data Analyst,$41K-$86K (Glassdoor est.),Optum Consumer Solutions Group,"Plano, TX",-1,-1,-1,-1
1385,Client Data Analyst,$41K-$86K (Glassdoor est.),"Mosaic Sales Solutions
3.4","Irving, TX",5001 to 10000 employees,Company - Private,Advertising & Marketing,Business Services
1386,Information Technology Specialist / Data Analyst,$41K-$86K (Glassdoor est.),"One Call Claims, LLC
3.2","Dallas, TX",201 to 500 employees,Company - Private,Insurance Carriers,Insurance
1387,Data Analyst,$41K-$86K (Glassdoor est.),"Prudent Technologies & Consulting
4.2","Grapevine, TX",51 to 200 employees,Company - Private,IT Services,Information Technology
1388,Data Management Analyst,$41K-$86K (Glassdoor est.),"Daylight Solutions
4.7","Dallas, TX",51 to 200 employees,Company - Private,Aerospace & Defense,Aerospace & Defense
1389,Data Import Analyst,$41K-$86K (Glassdoor est.),"LeadsOnline LLC
4.6","Plano, TX",1 to 50 employees,Company - Private,-1,-1
1390,Senior Data Analyst,$41K-$86K (Glassdoor est.),"Excite Health Partners
3.8","Dallas, TX",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
1391,SAS Data Analyst III(With SOL & Tableau),$41K-$86K (Glassdoor est.),"PROLIM Global Corporation
3.4","Dallas, TX",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology
1392,NA Data Reporting Analyst,$41K-$86K (Glassdoor est.),"ADT
3.1","Irving, TX",10000+ employees,Company - Public,Security Services,Business Services
1393,SAS Data Analyst,$41K-$86K (Glassdoor est.),"Pinnacle Technical Resources, Inc.
3.4","Dallas, TX",5001 to 10000 employees,Company - Private,Staffing & Outsourcing,Business Services
1394,Data Analyst II,$41K-$86K (Glassdoor est.),Insight UK,"Plano, TX",1 to 50 employees,Company - Private,-1,-1
1395,Data Science- Security Analyst,$41K-$86K (Glassdoor est.),"eDataForce consulting LLC
3.4","Dallas, TX",1 to 50 employees,Company - Private,IT Services,Information Technology
1396,Direct Client Requirement - Data Reporting Analyst,$41K-$86K (Glassdoor est.),"Real Soft, Inc / Diversity Direct","Dallas, TX",-1,-1,-1,-1
1397,Data Management Analyst,$41K-$86K (Glassdoor est.),"Trinity Industries
2.9","Dallas, TX",10000+ employees,Company - Public,Transportation Equipment Manufacturing,Manufacturing
1398,Sr. Business Data Analyst - Enterprise Risk,$41K-$86K (Glassdoor est.),"ServiceLink, a Black Knight Company
2.5","Dallas, TX",1001 to 5000 employees,Subsidiary or Business Segment,Lending,Finance
1399,Claims Data Analyst,$41K-$86K (Glassdoor est.),"Lightbeam Health Solutions
4.0","Irving, TX",51 to 200 employees,Company - Private,Health Care Services & Hospitals,Health Care
1400,Data Analyst 4,$41K-$86K (Glassdoor est.),"Telnet (Rockville, MD)
2.8","Dallas, TX",51 to 200 employees,Company - Private,Consulting,Business Services
1401,SENIOR APPLICATION PROGRAMMER ANALYST (Data Transformation & Integration) - ITD,$44K-$82K (Glassdoor est.),"Tarrant County
3.3","Tarrant, TX",1 to 50 employees,Government,Municipal Governments,Government
1402,Data Governance Analyst,$44K-$82K (Glassdoor est.),"Diversant LLC
3.8","Dallas, TX",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services
1403,Data Analyst - SM,$44K-$82K (Glassdoor est.),"Vastika
3.8","Irving, TX",1 to 50 employees,Company - Private,"Health, Beauty, & Fitness",Consumer Services
1404,Reporting Data Analyst (contract to hire),$44K-$82K (Glassdoor est.),Financial Services Company,"Dallas, TX",-1,-1,-1,-1
1405,Data Analyst {S02268P},$44K-$82K (Glassdoor est.),"University of Texas at Arlington
4.2","Arlington, TX",1001 to 5000 employees,College / University,Colleges & Universities,Education
1406,Data Analyst,$44K-$82K (Glassdoor est.),"APN Software Services Inc.
4.1","Plano, TX",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology
1407,Data Analyst - Marketing,$44K-$82K (Glassdoor est.),"Fairway Independent Mortgage Corporation
3.7","Carrollton, TX",5001 to 10000 employees,Company - Private,Lending,Finance
1408,Senior Data Quality Analyst,$44K-$82K (Glassdoor est.),"Signify Health
3.6","Dallas, TX",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care
1409,Senior Data Analyst,$44K-$82K (Glassdoor est.),"HCL America Inc.
3.5","Plano, TX",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology
1410,Sr. Enterprise BI Data Analyst,$44K-$82K (Glassdoor est.),"Colfax Corporation
2.1","Dallas, TX",10000+ employees,Company - Public,Industrial Manufacturing,Manufacturing
1411,Accounting/Data Analyst Associate,$44K-$82K (Glassdoor est.),"Bloomfield Homes
3.7","Southlake, TX",1 to 50 employees,Subsidiary or Business Segment,Construction,"Construction, Repair & Maintenance"
1412,Sr. Business Data Analyst Enterprise Risk,$44K-$82K (Glassdoor est.),"ServiceLink
2.5","Dallas, TX",1001 to 5000 employees,Subsidiary or Business Segment,Lending,Finance
1413,Sr. BI Data Engineer and Analyst,$44K-$82K (Glassdoor est.),"Onyx CenterSource
3.6","Dallas, TX",201 to 500 employees,Company - Private,Financial Transaction Processing,Finance
1414,Data Management Analyst,$44K-$82K (Glassdoor est.),Corporate G. LLC,"Dallas, TX",201 to 500 employees,Company - Private,-1,-1
1415,"Data Analyst (Python), Dallas, Methods+Mastery (a FleishmanHillard Company)",$44K-$82K (Glassdoor est.),"Fleishman-Hillard Inc
3.3","Dallas, TX",1001 to 5000 employees,Subsidiary or Business Segment,Advertising & Marketing,Business Services
1416,Pricing Data Analyst,$44K-$82K (Glassdoor est.),Kforce Technology Staffing,"Plano, TX",-1,-1,-1,-1
1417,Data Platform System Analyst Lead (Data Services),$44K-$82K (Glassdoor est.),"JPMorgan Chase
3.9","Lewisville, TX",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance
1418,Business Analyst/Data Analyst,$44K-$82K (Glassdoor est.),"eTeam Inc.
3.7","Irving, TX",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
1419,Sr. Data Analyst,$44K-$82K (Glassdoor est.),"BurnsSearch, LLC","Dallas, TX",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
1420,Data Analyst,$44K-$82K (Glassdoor est.),"Mindteck
3.3","Coppell, TX",1001 to 5000 employees,Company - Public,IT Services,Information Technology
1421,"Data Management Analyst - Dallas, TX/ Tempe, FL",$44K-$82K (Glassdoor est.),"Georgia IT Inc.
5.0","Dallas, TX",1 to 50 employees,Company - Private,-1,-1
1422,Senior Data Analyst,$44K-$82K (Glassdoor est.),"Analytical Mechanics Associates
3.5","Dallas, TX",201 to 500 employees,Company - Private,Consulting,Business Services
1423,Financial Data Analyst,$44K-$82K (Glassdoor est.),"CarOffer
2.6","Plano, TX",51 to 200 employees,Company - Private,Consumer Product Rental,Consumer Services
1424,Data Conversion Analyst,$44K-$82K (Glassdoor est.),Harris Local Government Solutions Inc,"Allen, TX",-1,-1,-1,-1
1425,Behavorial Health Data Analyst,$44K-$82K (Glassdoor est.),"LifePath Systems
3.5","Plano, TX",51 to 200 employees,Government,-1,-1
1426,Data Analyst Lead - EM & Data,$44K-$82K (Glassdoor est.),"Lorven Technologies Inc
4.0","Richardson, TX",1 to 50 employees,Company - Private,Accounting,Accounting & Legal
1427,Senior Data Analyst,$44K-$82K (Glassdoor est.),"Home Point Financial
3.4","Farmers Branch, TX",1001 to 5000 employees,Company - Private,Lending,Finance
1428,Sr. Data Analyst - Healthcare Claims,$44K-$82K (Glassdoor est.),"Horn Solutions Inc.
4.2","Dallas, TX",1 to 50 employees,Company - Private,Consulting,Business Services
1429,Sr. Enterprise BI Data Analyst,$48K-$88K (Glassdoor est.),"DJO Global
3.0","Dallas, TX",5001 to 10000 employees,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing
1430,Data/Business Solutions Analyst - Jr,$48K-$88K (Glassdoor est.),"Kforce
4.1","Plano, TX",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services
1431,System Analyst(Big Data/Hadoop),$48K-$88K (Glassdoor est.),"silverXis inc
4.0","Irving, TX",1 to 50 employees,Other Organization,IT Services,Information Technology
1432,Pricing Data Analyst,$48K-$88K (Glassdoor est.),"Kforce
4.1","Plano, TX",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services
1433,Data Management Analyst,$48K-$88K (Glassdoor est.),"Community Hospital Corporation
3.2","Plano, TX",1001 to 5000 employees,Company - Private,Health Care Services & Hospitals,Health Care
1434,Application Vulnerability Governance Lead Data Analyst,$48K-$88K (Glassdoor est.),"Citi
3.7","Irving, TX",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance
1435,SAP Data Analyst (Contract),$48K-$88K (Glassdoor est.),"Two95 International Inc.
4.0","Irving, TX",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services
1436,LAWSON LANDMARK DATA EXTRACT ANALYST,$48K-$88K (Glassdoor est.),"CTG
3.5","Dallas, TX",Unknown,Company - Private,-1,-1
1437,Business Analytics Analyst II (Data Concierge),$48K-$88K (Glassdoor est.),"University of Texas at Arlington
4.2","Arlington, TX",1001 to 5000 employees,College / University,Colleges & Universities,Education
1438,Data Science Sr. Analyst,$48K-$88K (Glassdoor est.),"Radiant Digital
4.5","Dallas, TX",1 to 50 employees,Company - Private,-1,-1
1439,Data Analyst -0517 Suv,$48K-$88K (Glassdoor est.),"Vastika
3.8","Irving, TX",1 to 50 employees,Company - Private,"Health, Beauty, & Fitness",Consumer Services
1440,Network Data Analyst,$48K-$88K (Glassdoor est.),"PeopleNTech LLC
4.3","Dallas, TX",1 to 50 employees,Contract,IT Services,Information Technology
1441,Technical Data Analyst Accounting,$48K-$88K (Glassdoor est.),"eTeam Inc.
3.7","Irving, TX",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
1442,Data Analyst: II (Intermediate),$48K-$88K (Glassdoor est.),"Ava Consulting
4.4","Irving, TX",1 to 50 employees,Company - Public,IT Services,Information Technology
1443,Senior Enterprise Data Management Analyst,$48K-$88K (Glassdoor est.),"Molex
3.1","Dallas, TX",10000+ employees,Company - Private,Electrical & Electronic Manufacturing,Manufacturing
1444,Data Quality Analyst,$48K-$88K (Glassdoor est.),"Net2Source
3.2","Richardson, TX",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services
1445,Data Analyst - IT Administrator,$48K-$88K (Glassdoor est.),"ClientSolv Technologies
3.3","Allen, TX",51 to 200 employees,Company - Private,IT Services,Information Technology
1446,Senior Data Analyst,$48K-$88K (Glassdoor est.),"Ho Chunk
2.8","Arlington, TX",201 to 500 employees,Company - Private,Convenience Stores & Truck Stops,"Restaurants, Bars & Food Services"
1447,Data Analyst Lead - Air/Technical Operations,$48K-$88K (Glassdoor est.),"Lorven Technologies Inc
4.0","Richardson, TX",1 to 50 employees,Company - Private,Accounting,Accounting & Legal
1448,"Analyst, Client Data II",$48K-$88K (Glassdoor est.),"Mosaic Sales Solutions
3.4","Irving, TX",5001 to 10000 employees,Company - Private,Advertising & Marketing,Business Services
1449,DATA ENGINEER / DATA ANALYST,$48K-$88K (Glassdoor est.),"Diverse Lynx
3.9","Plano, TX",501 to 1000 employees,Company - Private,IT Services,Information Technology
1450,Jr. Data Warehouse Systems Analyst,$48K-$88K (Glassdoor est.),"Net2Source
3.2","Richardson, TX",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services
1451,"Data Management Analyst in Plano, TX at Community Hospital Corporation",$48K-$88K (Glassdoor est.),"Community Hospital
3.5","Plano, TX",201 to 500 employees,Hospital,Health Care Services & Hospitals,Health Care
1452,QA Automation Analyst with Big data technology,$48K-$88K (Glassdoor est.),"TECHNOCRAFT Solutions
3.4","Richardson, TX",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services
1453,Data Analyst Lead - Commercial,$48K-$88K (Glassdoor est.),"Lorven Technologies Inc
4.0","Richardson, TX",1 to 50 employees,Company - Private,Accounting,Accounting & Legal
1454,Senior Data Analyst - Property Operations,$48K-$88K (Glassdoor est.),"Mill Creek Residential Trust
4.3","Dallas, TX",501 to 1000 employees,Company - Private,Real Estate,Real Estate
1455,Sr Data Management Analyst,$48K-$88K (Glassdoor est.),"Employbridge
3.5","Irving, TX",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services
1456,Senior Data Quality Analyst,$44K-$78K (Glassdoor est.),"FirstAmerica
3.2","Arlington, TX",10000+ employees,Company - Private,Transportation Management,Transportation & Logistics
1457,Lead Data Analyst,$44K-$78K (Glassdoor est.),"ArcBest
3.6","Plano, TX",10000+ employees,Company - Public,Logistics & Supply Chain,Transportation & Logistics
1458,Data Analyst Lead (Customer and Reservations),$44K-$78K (Glassdoor est.),"Lorven Technologies Inc
4.0","Richardson, TX",1 to 50 employees,Company - Private,Accounting,Accounting & Legal
1459,Data Analyst - Senior,$44K-$78K (Glassdoor est.),Kforce Technology Staffing,"Plano, TX",-1,-1,-1,-1
1460,Senior Data Risk Analyst,$44K-$78K (Glassdoor est.),"Peyton Resource Group (PRG)
3.9","Plano, TX",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services
1461,Data/Business Operations Analyst,$44K-$78K (Glassdoor est.),Searchlight Professional Networks,"Dallas, TX",-1,-1,-1,-1
